agency_id,agency_name,agency_url,agency_timezone,agency_lang,agency_phone,agency_fare_url
cr_transit,CR Transit,http://www.cedar-rapids.org/resident-resources/Transit/Pages/default.aspx,UTC-06,en,319-286-5573,http://www.cedar-rapids.org/resident-resources/Transit/fares/Pages/default.aspx
