stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
110,,Franklin Ave & 27th St,corner sidewalk,42.004420,-91.641483,,,,,,
111,,Lindale Dr & 29th St,"grass, no sidewalk",42.006170,-91.641788,,,,,,
112,,Lindale Dr across from Staub Ct,"grass, no sidewalk",42.007240,-91.641886,,,,,,
113,,Lindale Dr & 32nd St,corner sidewalk,42.009833,-91.641850,,,,,,
114,,E Ave & 33rd St,corner sidewalk,42.010952,-91.640841,,,,,,
115,,E Ave & 35th St,corner sidewalk,42.013368,-91.640833,,,,,,
116,,E Ave & 37th St,"grass, no sidewalk",42.015877,-91.640822,,,,,,
117,,E Ave & 38th St,grass to sidewalk,42.017118,-91.640857,,,,,,
118,,E Ave & 40th St,"grass, no sidewalk",42.019405,-91.640718,,,,,,
119,,E Ave & 42nd St,"grass, no sidewalk",42.021319,-91.640766,,,,,,
120,,F Ave across from 43rd St,"grass, no sidewalk",42.022443,-91.643345,,,,,,
121,,F Ave & Old Marion Rd,"grass, no sidewalk",42.024747,-91.643290,,,,,,
122,,F Ave across from Gateway St,"grass, no sidewalk",42.026917,-91.643252,,,,,,
123,,Rockwell Collins (light post #3 near the shelter),concrete pad,42.030787,-91.643292,,,,,,
124,,Rockwell Collins (1st Stop Sign),concrete pad,42.031040,-91.646531,,,,,,
125,,Rockwell Collins @ Rockwell Dr,"grass, no sidewalk",42.031030,-91.648871,,,,,,
126,,Park Place @ Mainstay Suites Driveway,concrete pad,42.030307,-91.649506,,,,,,
127,,Park Place @ Baymont Inns & Suites,concrete pad,42.030380,-91.653415,,,,,,
128,,Park Pl across from Duffy Dr  (Mercy Health Plaza),concrete pad,42.030414,-91.656527,,,,,,
129,,Council St across from Midland Ct  (Galaxy Theatres),grass to sidewalk,42.031800,-91.658079,,,,,,
130,,5520 Council St  (Goodwill),concrete pad,42.034307,-91.658193,,,,,,
131,,Council St & 60th St,concrete pad,42.038028,-91.658197,,,,,,
132,,1351 6th St (Johnson Controls),"grass, no sidewalk",42.038012,-91.656093,,,,,,
133,,Dry Creek Ln & Cimmie Ave,"grass, no sidewalk",42.037330,-91.655471,,,,,,
134,,Cimmie Ave @ Target driveway,grass to sidewalk,42.036905,-91.653367,,,,,,
135,,Cimmie Ave & Rockwell Dr (Sedlacek),"grass, no sidewalk",42.038396,-91.648794,,,,,,
136,,Rockwell Dr @ Target driveway,grass to sidewalk,42.036663,-91.649089,,,,,,
137,,Rockwell Dr & Blairs Ferry Rd,grass to sidewalk,42.035393,-91.649392,,,,,,
138,,5265 Rockwell Dr (Trapeze),concrete pad,42.032986,-91.649296,,,,,,
139,,Rockwell Dr & Rockwell Inventory Disposal,"grass, no sidewalk",42.031424,-91.649217,,,,,,
140,,Rockwell stop #1 (Rockwell Fitness Center),"grass, no sidewalk",42.030792,-91.646887,,,,,,
141,,Rockwell stop #2 (intersection with F Ave extension),concrete pad,42.030768,-91.643626,,,,,,
142,,F Ave & Gateway St,"grass, no sidewalk",42.026976,-91.643543,,,,,,
143,,F Ave & Old Marion Rd,corner sidewalk,42.024918,-91.643545,,,,,,
144,,F Ave & 43rd St,"grass, no sidewalk",42.022636,-91.643609,,,,,,
145,,42nd St & E Ave,"grass, no sidewalk",42.021371,-91.641080,,,,,,
146,,E Ave & 40th St,"grass, no sidewalk",42.019740,-91.641065,,,,,,
147,,E Ave & 38th St,corner sidewalk,42.017418,-91.641071,,,,,,
148,,E Ave & 37th St,corner sidewalk,42.015600,-91.641145,,,,,,
149,,E Ave & 35th St,corner sidewalk,42.013781,-91.641157,,,,,,
150,,E Ave & 33rd St,corner sidewalk,42.011302,-91.641125,,,,,,
151,,Lindale Ave & 32nd St (far-side),grass to sidewalk,42.009375,-91.642127,,,,,,
152,,Lindale Ave & Tiffany Dr,grass to sidewalk,42.008301,-91.642112,,,,,,
153,,Lindale Ave & 29th St,"grass, no sidewalk",42.006486,-91.642073,,,,,,
154,,Lindale Ave & 27th St,"grass, no sidewalk",42.004960,-91.642009,,,,,,
155,,Franklin Ave & 25th St,grass to sidewalk,42.003751,-91.642943,,,,,,
156,,Franklin Ave & Prairie Dr,grass to sidewalk,42.001658,-91.646154,,,,,,
157,,20th St across from F Ave,"grass, no sidewalk",41.999927,-91.645874,,,,,,
158,,20th St across from D Ave,"grass, no sidewalk",41.998188,-91.644423,,,,,,
159,,20th St & B Ave,corner sidewalk,41.996286,-91.643012,,,,,,
160,,B Ave & 19th St,corner sidewalk,41.994597,-91.645928,,,,,,
161,,19th St & 1st Ave,grass to sidewalk,41.992957,-91.644678,,,,,,
162,,2nd Ave & 18th St,corner sidewalk,41.990885,-91.645338,,,,,,
163,,2nd Ave & 16th St,corner sidewalk,41.989000,-91.648596,,,,,,
164,,2nd Ave & 15th St,corner sidewalk,41.987478,-91.651330,,,,,,
165,,2nd Ave & 14th St (far-side),concrete pad,41.986234,-91.653301,,,,,,
166,,13th St & 3rd Ave,corner sidewalk,41.984503,-91.654133,,,,,,
167,,3rd Ave & 12th St,corner sidewalk,41.983419,-91.656055,,,,,,
168,,10th St & 4th Ave,corner sidewalk,41.981410,-91.657194,,,,,,
169,,4th Ave & 8th St,corner sidewalk,41.980116,-91.659300,,,,,,
170,,4th Ave & RR tracks,concrete pad,41.977524,-91.663997,,,,,,
171,,2nd St & 7th Ave,concrete pad,41.973485,-91.663488,,,,,,
172,,2nd St & 9th Ave (RR tracks),gravel to sidewalk,41.971997,-91.661965,,,,,,
173,,2nd St & 11th Ave,grass to sidewalk,41.970374,-91.660207,,,,,,
174,,C St & 16th Ave,grass to sidewalk,41.964168,-91.661837,,,,,,
175,,C St & 18th Ave,corner sidewalk,41.963316,-91.660425,,,,,,
176,,C St & Bowling St,grass to sidewalk,41.961913,-91.657700,,,,,,
177,,C St & Rapids Ave,grass to sidewalk,41.961010,-91.655828,,,,,,
178,,C St & Lauren Dr,concrete pad,41.958540,-91.651836,,,,,,
179,,C St  across from Hawthorne Hills shelter,concrete pad,41.957377,-91.650131,,,,,,
180,,Fruitland Blvd & Wilson Ave Dr,"grass, no sidewalk",41.955917,-91.649205,,,,,,
181,,Wilson Ave Dr & Lauren Dr,corner sidewalk,41.955914,-91.651965,,,,,,
182,,2300 Bowling St (Hy-Vee gas station),concrete pad,41.955983,-91.657352,,,,,,
183,,Bowling St & 25th Ave,concrete pad,41.953496,-91.657723,,,,,,
184,,Bowling St & 27th Ave,concrete pad,41.951945,-91.657736,,,,,,
185,,Bowling St & 29th Ave,concrete pad,41.948733,-91.657434,,,,,,
186,,Bowling St & 33rd Ave,concrete pad,41.945118,-91.657357,,,,,,
187,,Bowling St & 41st Ave (ASAC),concrete pad,41.937800,-91.657297,,,,,,
188,,Bowling St & 43rd Ave,concrete pad,41.936030,-91.657188,,,,,,
189,,4420 Bowling St  (RR Tracks at Prairie Oaks),concrete pad,41.933950,-91.657095,,,,,,
190,,4700 Bowling St (Color Web Printers),concrete pad,41.932668,-91.657113,,,,,,
191,,Bowling St & 50th Ave,concrete pad,41.929761,-91.657129,,,,,,
192,,50th Ave (RR Tracks),"grass, no sidewalk",41.930487,-91.663262,,,,,,
193,,50th Ave & J St.,"grass, no sidewalk",41.930588,-91.666218,,,,,,
194,,J St & Miller Ave,"grass, no sidewalk",41.924177,-91.666737,,,,,,
195,,Miller Ave & Wyoming Dr,"grass, no sidewalk",41.924181,-91.664019,,,,,,
196,,Miller Ave & Vermont St,"grass, no sidewalk",41.924481,-91.662505,,,,,,
197,,71 Miller Ave  (Kirkwood Villages),grass to sidewalk,41.924517,-91.660396,,,,,,
198,,Miller Ave & Kirkwood Blvd,corner sidewalk,41.924344,-91.656967,,,,,,
199,,Kirkwood Blvd & Four Oaks Ave,corner sidewalk,41.923248,-91.656947,,,,,,
200,,Kirkwood Blvd & Kirkwood Ct  (Four Oaks),corner sidewalk,41.921398,-91.656901,,,,,,
201,,Kirkwood Blvd & Devonwood Ave,corner sidewalk,41.919283,-91.656872,,,,,,
202,,Kirkwood Community College Main Entrance Sign,concrete pad,41.914506,-91.654965,,,,,,
203,,Kirkwood Community College Linn Hall,concrete pad,41.912196,-91.651998,,,,,,
204,,Kirkwood Community College East Campus,concrete pad,41.911319,-91.648543,,,,,,
205,,Kirkwood Pkwy across from 610-774,grass to sidewalk,41.910036,-91.646447,,,,,,
206,,6400 C St  (Transamerica parking lot),"grass, no sidewalk",41.914546,-91.640006,,,,,,
207,,6300 C St  (Hibu parking lot),concrete pad,41.916174,-91.640326,,,,,,
208,,Hibu driveway & C St,corner sidewalk,41.918134,-91.637449,,,,,,
209,,C St across from Prairie Rose Dr,grass to sidewalk,41.916024,-91.637431,,,,,,
210,,610-774 Kirkwood Pkwy,grass to sidewalk,41.909979,-91.645790,,,,,,
211,,Kirkwood Community College Washington Hall,concrete pad,41.906863,-91.649126,,,,,,
212,,Kirkwood Community College & 76th Ave Dr,"grass, no sidewalk",41.905103,-91.649235,,,,,,
213,,76th Ave Dr across from Hotel Driveway,"grass, no sidewalk",41.905137,-91.654225,,,,,,
214,,76th Ave Dr & Kirkwood Blvd,corner sidewalk,41.905184,-91.656377,,,,,,
215,,Kirkwood Blvd across from Rolling Ridge Dr,grass to sidewalk,41.908530,-91.656295,,,,,,
216,,Kirkwood Blvd & 66th Ave,"grass, no sidewalk",41.914561,-91.656486,,,,,,
217,,Kirkwood Blvd & Kirkwood North Rd,"grass, no sidewalk",41.918944,-91.656405,,,,,,
218,,Kirkwood Blvd & Kirkwood Ct,corner sidewalk,41.921219,-91.656419,,,,,,
219,,Kirkwood Blvd & Miller Ave,corner sidewalk,41.922876,-91.656450,,,,,,
220,,Bowling St & 50th Ave Dr,"grass, no sidewalk",41.929442,-91.656593,,,,,,
221,,4805 Bowling St. (Apache Hose),"grass, no sidewalk",41.933816,-91.656689,,,,,,
222,,Bowling St & 41st Ave Dr,grass to sidewalk,41.937547,-91.656819,,,,,,
223,,3939 Bowling St (RR Tracks),,41.939000,-91.656975,,,,,,
224,,Bowling St & 33rd Ave Dr,,41.944827,-91.656935,,,,,,
225,,Bowling St & 29th Ave Dr,,41.948454,-91.657044,,,,,,
226,,Bowling St & 26th Ave Dr,,41.952490,-91.657426,,,,,,
227,,Bowling St & Wilson Ave Dr  (Dairy Queen),,41.955675,-91.657387,,,,,,
228,,Wilson Ave Dr & Lauren Dr,,41.955698,-91.652255,,,,,,
229,,Wilson Ave Dr & Deborah Dr,corner sidewalk,41.955728,-91.651100,,,,,,
230,,Wilson Ave Dr & Fruitland Blvd,"grass, no sidewalk",41.955658,-91.649251,,,,,,
231,,2247 C St  (Hawthorne Hills),concrete pad,41.957509,-91.650080,,,,,,
232,,C St across from Lauren Dr (Schorg Manor),concrete pad,41.958635,-91.651632,,,,,,
233,,C St across from Rapids Ave,grass to sidewalk,41.960974,-91.655452,,,,,,
234,,C St & 21st Ave,corner sidewalk,41.962006,-91.657338,,,,,,
235,,C St & 18th Ave,corner sidewalk,41.963400,-91.659863,,,,,,
236,,C St & 16th Ave,concrete pad,41.964146,-91.661443,,,,,,
237,,C St & 12th Ave,grass to sidewalk,41.964814,-91.662615,,,,,,
238,,2nd St & 11th Ave,corner sidewalk,41.970349,-91.659941,,,,,,
239,,2nd St & 9th Ave (RR tracks),concrete pad,41.971991,-91.661648,,,,,,
240,,C St & Bethpage Dr,grass to sidewalk,41.920032,-91.637007,,,,,,
241,,C St & Ely Rd,corner sidewalk,41.922845,-91.637030,,,,,,
242,,5005 C St,"grass, no sidewalk",41.930691,-91.637324,,,,,,
243,,4601 C St  (RR Tracks),"grass, no sidewalk",41.933212,-91.637394,,,,,,
244,,4333 C St  (Profol),"grass, no sidewalk",41.934838,-91.637437,,,,,,
245,,1000 41st Ave Dr  (Du Pont),"grass, no sidewalk",41.937867,-91.640337,,,,,,
246,,across from 725 41st Ave,"grass, no sidewalk",41.937926,-91.643925,,,,,,
247,,700 41st Ave Dr,"grass, no sidewalk",41.937778,-91.647117,,,,,,
248,,400 41st Ave Dr  (K's Acres),"grass, no sidewalk",41.937695,-91.652104,,,,,,
249,,41st Ave Dr & Bowling St  (Casey's),corner sidewalk,41.937816,-91.656887,,,,,,
250,,3rd St & 2nd Ave,concrete pad,41.978354,-91.666465,,,,,,
251,,1st Ave & 1st St,concrete pad,41.978251,-91.669708,,,,,,
252,,1st Ave & 2nd St,grass to sidewalk,41.976319,-91.674320,,,,,,
253,,1st Ave & 5th St,grass to sidewalk,41.974981,-91.678150,,,,,,
254,,1st Ave & 6th St (far-side),concrete pad,41.974255,-91.679960,,,,,,
255,,1st Ave at the 8th St RR tracks,grass to sidewalk,41.973492,-91.682262,,,,,,
256,,1st Ave & 10th St,corner sidewalk,41.972705,-91.684480,,,,,,
257,,1st Ave & 12th St,corner sidewalk,41.971786,-91.686996,,,,,,
258,,1st Ave & 13th St,corner sidewalk,41.971304,-91.688278,,,,,,
259,,1st Ave & 15th St (before turn lane),grass to sidewalk,41.970926,-91.691095,,,,,,
260,,1st Ave & 16th St,grass to sidewalk,41.970972,-91.693330,,,,,,
261,,1st Ave & 18th St,grass to sidewalk,41.971000,-91.696451,,,,,,
262,,1st Ave & 19th St,grass to sidewalk,41.971017,-91.698875,,,,,,
263,,1st Ave & 21st St,grass to sidewalk,41.971014,-91.701402,,,,,,
264,,1st Ave across from Cleveland St,"grass, no sidewalk",41.971003,-91.704008,,,,,,
265,,1st Ave & 27th St,corner sidewalk,41.969707,-91.708329,,,,,,
266,,1st Ave & 29th St,corner sidewalk,41.968988,-91.710644,,,,,,
267,,1st Ave across from LaSalle Dr,grass to sidewalk,41.968048,-91.714535,,,,,,
268,,1st Ave & Edgewood Rd,grass to sidewalk,41.967752,-91.715877,,,,,,
269,,1st Ave across from Auburn Dr  (LaSalle),"grass, no sidewalk",41.967518,-91.718537,,,,,,
270,,1st Ave & Clive Dr,corner sidewalk,41.967577,-91.721901,,,,,,
271,,100 Wiley Blvd (Fire Station),grass to sidewalk,41.967116,-91.725858,,,,,,
272,,4333 12th Ave (across from Fareway driveway),concrete pad,41.965757,-91.726866,,,,,,
273,,12th Ave & Jacolyn Dr,corner sidewalk,41.965507,-91.730452,,,,,,
274,,Jacolyn Dr & 16th Ave,corner sidewalk,41.963962,-91.730892,,,,,,
275,,16th Ave at Rain Tree Apts,grass to sidewalk,41.964006,-91.735507,,,,,,
276,,16th Ave & West Post Rd,"grass, no sidewalk",41.964055,-91.740206,,,,,,
277,,West Post Rd & Johnson Ave,"grass, no sidewalk",41.965682,-91.740194,,,,,,
278,,Johnson Ave at Arrowridge Apts,"grass, no sidewalk",41.966678,-91.737620,,,,,,
279,,Johnson Ave & 1st Ave,corner sidewalk,41.967502,-91.735336,,,,,,
280,,4845 Johnson Ave (Linwood Apts),concrete pad,41.968101,-91.733935,,,,,,
281,,Johnson Ave & Jacolyn Dr,corner sidewalk,41.968727,-91.731911,,,,,,
282,,Johnson Ave & Autumn Woods Dr (far-side),grass to sidewalk,41.969980,-91.728646,,,,,,
283,,Johnson Ave & Wiley Blvd,grass to sidewalk,41.970998,-91.726052,,,,,,
284,,Wiley Blvd & Roxbury Dr,corner sidewalk,41.969022,-91.725894,,,,,,
285,,12th Ave & Edgewood Rd,grass to sidewalk,41.965474,-91.716229,,,,,,
286,,1640 Edgewood Rd  (Pizza Hut),concrete pad,41.962961,-91.716226,,,,,,
287,,Edgewood Rd & 20th Ave,corner sidewalk,41.960235,-91.716309,,,,,,
288,,20th Ave past Aldi's driveway,concrete pad,41.960224,-91.718059,,,,,,
289,,2000 Scotty Dr  (Goodwill),concrete pad,41.959732,-91.719954,,,,,,
290,,Scotty Dr across from Hills Bank exit,"grass, no sidewalk",41.957110,-91.719763,,,,,,
291,,3950 Wilson Ave,"grass, no sidewalk",41.956618,-91.722143,,,,,,
292,,Westdale Dr & Wilson Ave (far-side),grass to sidewalk,41.955902,-91.722736,,,,,,
293,,Westdale Mall,concrete pad,41.953222,-91.719413,,,,,,
294,,Edgewood Rd & Wilson Ave,grass to sidewalk,41.956227,-91.716043,,,,,,
295,,3245 Williams Parkway,"grass, no sidewalk",41.958887,-91.712862,,,,,,
296,,2945 Williams Parkway  (Capri),concrete pad,41.960828,-91.710682,,,,,,
297,,Frontage Rd exit at 16th Ave,"grass, no sidewalk",41.962826,-91.706180,,,,,,
298,,16th Ave & 23rd St,"grass, no sidewalk",41.962666,-91.703358,,,,,,
299,,20th St & 16th Ave (far-side),"grass, no sidewalk",41.962982,-91.699614,,,,,,
300,,20th St across from Chandler St  (Jefferson),concrete pad,41.964265,-91.699947,,,,,,
301,,Chandler St & 10th Ave,"grass, no sidewalk",41.967184,-91.701443,,,,,,
302,,Chandler St & 8th Ave,"grass, no sidewalk",41.968939,-91.698981,,,,,,
303,,8th Ave & 18th St,"grass, no sidewalk",41.968960,-91.696168,,,,,,
304,,8th Ave & 17th St,corner sidewalk,41.968918,-91.694967,,,,,,
305,,8th Ave & 15th St,corner sidewalk,41.968868,-91.691856,,,,,,
306,,15th St & 1st Ave,grass to sidewalk,41.970637,-91.691649,,,,,,
307,,1st Ave & 13th St,grass to sidewalk,41.971025,-91.688412,,,,,,
308,,1st Ave & 12th St,corner sidewalk,41.971448,-91.687057,,,,,,
309,,1st Ave & 7th St,corner sidewalk,41.973721,-91.680754,,,,,,
310,,1st Ave & 1st St (far-side),concrete pad,41.976695,-91.672505,,,,,,
311,,1st Ave & 1st St  (City Hall),concrete pad,41.977867,-91.669916,,,,,,
312,,3rd St & 2nd Ave (US Bank),concrete pad,41.978547,-91.666895,,,,,,
313,,8th Ave & 1st St,grass to sidewalk,41.970108,-91.668814,,,,,,
314,,2nd St & 10th Ave,corner sidewalk,41.967767,-91.669175,,,,,,
315,,2nd St across from 12th Ave,grass to sidewalk,41.965884,-91.667949,,,,,,
316,,J St & 14th Ave,corner sidewalk,41.963946,-91.667355,,,,,,
317,,J St & 16th Ave,corner sidewalk,41.961780,-91.667367,,,,,,
318,,J St & 19th Ave,grass to sidewalk,41.959746,-91.667419,,,,,,
319,,J St & 21st Ave,corner sidewalk,41.957760,-91.667455,,,,,,
320,,J St & Wilson Ave (far-side),grass to sidewalk,41.955666,-91.667513,,,,,,
321,,J St & 25th Ave,grass to sidewalk,41.953779,-91.667386,,,,,,
322,,J St & 27th Ave,grass to sidewalk,41.951553,-91.667533,,,,,,
323,,J St across from 29th Ave,grass to sidewalk,41.948686,-91.667350,,,,,,
324,,3000 J St  (Cedar Valley Townhouses),concrete pad,41.947466,-91.667278,,,,,,
325,,J St & 33rd Ave,grass to sidewalk,41.945202,-91.667001,,,,,,
326,,33rd Ave & South Ridge Dr,concrete pad,41.945042,-91.672526,,,,,,
327,,6th St & 33rd Ave (far-side),grass to sidewalk,41.942651,-91.676356,,,,,,
328,,6th St. @ Railroad Tracks,"gravel shoulder, no sidewalk",41.939932,-91.676374,,,,,,
329,,6th St across from Hawkeye Downs Rd,"gravel shoulder, no sidewalk",41.933520,-91.676494,,,,,,
330,,5560 6th St  (HACAP),concrete pad,41.923595,-91.676588,,,,,,
331,,6th St & 58th Ave Ct (far-side),"gravel shoulder, no sidewalk",41.921863,-91.676650,,,,,,
332,,6th St & 60th Ave,"gravel shoulder, no sidewalk",41.919978,-91.676588,,,,,,
333,,6th St & 63rd Ave,"gravel shoulder, no sidewalk",41.918101,-91.676574,,,,,,
334,,6th St & 66th Ave (far-side),"gravel shoulder, no sidewalk",41.913917,-91.676507,,,,,,
335,,6th St & 76th Ave,"gravel shoulder, no sidewalk",41.905558,-91.676402,,,,,,
336,,76th Ave & Irish Dr,"grass, no sidewalk",41.905564,-91.687318,,,,,,
337,,76th Ave across from (Pro-Tow),"grass, no sidewalk",41.905609,-91.690772,,,,,,
338,,7700 18th St (Nordstrom's),grass to sidewalk,41.903504,-91.695861,,,,,,
339,,Arthur Collins Pkwy & Lippish Ct SW,concrete pad,41.889305,-91.701150,,,,,,
340,,Eastern Iowa Airport Terminal (West End),concrete pad,41.890178,-91.704727,,,,,,
341,,Wright Bros Blvd & Frontage Rd (Kirkwood Sports),"grass, no sidewalk",41.891137,-91.689638,,,,,,
342,,Wright Brothers Blvd  & Atlantic Dr (far-side),concrete pad,41.890635,-91.679117,,,,,,
343,,Wright Brothers Blvd & Earhart Ln (far-side),"gravel shoulder, no sidewalk",41.890515,-91.666062,,,,,,
344,,Kirkwood Blvd across from Woodstone Ln,"gravel shoulder, no sidewalk",41.895926,-91.656359,,,,,,
345,,Kirkwood Blvd @ Prairie Point Middle School,grass to sidewalk,41.901628,-91.656310,,,,,,
346,,Kirkwood Blvd past the Kirkwood Cont. Ed. driveway,grass to sidewalk,41.903474,-91.656378,,,,,,
347,,76th Ave & Prairie Hawk Dr,grass to sidewalk,41.905151,-91.658104,,,,,,
348,,Prairie High School parking lot,concrete pad,41.905169,-91.668597,,,,,,
349,,76th Ave & 6th St,"gravel shoulder, no sidewalk",41.905437,-91.675980,,,,,,
350,,6th St & 66th Ave,"gravel shoulder, no sidewalk",41.914297,-91.676114,,,,,,
351,,6th St across from 63rd Ave,"gravel shoulder, no sidewalk",41.918302,-91.676214,,,,,,
352,,6th St across from 60th Ave,"gravel shoulder, no sidewalk",41.919666,-91.676228,,,,,,
353,,6th St & 58th Ave (far-side),"gravel shoulder, no sidewalk",41.921886,-91.676218,,,,,,
354,,5511 6th St,"gravel shoulder, no sidewalk",41.924110,-91.676240,,,,,,
355,,6th St & 50th Ave Ct,"grass, no sidewalk",41.929370,-91.676159,,,,,,
356,,6th St & Hawkeye Downs Rd,"gravel shoulder, no sidewalk",41.933506,-91.676014,,,,,,
357,,6th St. @ Railroad Tracks,"gravel shoulder, no sidewalk",41.939651,-91.675947,,,,,,
358,,6th St & 33rd Ave (far-side),gravel shoulder to sidewalk,41.943512,-91.676058,,,,,,
359,,6th St & Gateway Pl,"gravel shoulder, no sidewalk",41.945467,-91.676302,,,,,,
360,,2981 6th St (Gateway Gardens),"gravel shoulder, no sidewalk",41.948054,-91.676469,,,,,,
361,,6th St & 28th Ave,"gravel shoulder, no sidewalk",41.949620,-91.676707,,,,,,
362,,6th St & 27th Ave,"gravel shoulder, no sidewalk",41.951426,-91.676921,,,,,,
363,,6th St & Cherry Dr (far-side),"gravel shoulder, no sidewalk",41.953911,-91.676965,,,,,,
364,,6th St across from 22nd Ave (Road Ranger),concrete pad,41.956780,-91.676991,,,,,,
365,,6th St across from 20th Ave,grass to sidewalk,41.958706,-91.677069,,,,,,
366,,6th St & 16th Ave,grass to sidewalk,41.961635,-91.676946,,,,,,
367,,385 16th Ave,grass to sidewalk,41.961685,-91.674095,,,,,,
368,,16th Ave & L St (far-side),grass to sidewalk,41.961637,-91.671144,,,,,,
369,,16th Ave & K St,corner sidewalk,41.961621,-91.668783,,,,,,
370,,J St & 15th Ave,corner sidewalk,41.962556,-91.667124,,,,,,
371,,J St & 14th Ave,corner sidewalk,41.963744,-91.667146,,,,,,
372,,2nd St & 12th Ave,corner sidewalk,41.965871,-91.667777,,,,,,
373,,2nd St & 10th Ave (Linn Co Admin),corner sidewalk,41.967698,-91.668817,,,,,,
374,,115 8th Ave (Metco Credit Union),grass to sidewalk,41.969603,-91.669714,,,,,,
375,,3rd St & 7th Ave,concrete pad,41.974261,-91.662048,,,,,,
376,,8th Ave & 3rd St,corner sidewalk,41.969204,-91.671305,,,,,,
377,,8th Ave & 4th St,corner sidewalk,41.968448,-91.674535,,,,,,
378,,812 6th St  (Jim's Foods),concrete pad,41.967994,-91.677190,,,,,,
379,,6th St & 10th Ave  (RR Tracks),concrete pad,41.966507,-91.677245,,,,,,
380,,6th St & 12th Ave,concrete pad,41.965314,-91.677206,,,,,,
381,,6th St & 15th Ave,corner sidewalk,41.962984,-91.677157,,,,,,
382,,6th St & 16th Ave  (Hy-Vee Drugstore),concrete pad,41.962023,-91.677250,,,,,,
383,,6th St & 19th Ave,grass to sidewalk,41.959838,-91.677347,,,,,,
384,,6th St & 20th Ave,corner sidewalk,41.958837,-91.677271,,,,,,
385,,6th St & 22nd Ave,corner sidewalk,41.956720,-91.677288,,,,,,
386,,Wilson Ave & 8th St (far-side),concrete pad,41.956205,-91.679884,,,,,,
387,,Wilson Ave & 11th St (far-side),"grass, no sidewalk",41.956245,-91.683742,,,,,,
388,,Wilson Ave & 12th St,"grass, no sidewalk",41.956265,-91.685891,,,,,,
389,,12th St & 26th Ave Ct (Options & Linn Co Comm Services),corner sidewalk,41.953354,-91.687001,,,,,,
390,,12th St & Kroenert Ct (27th Ave),"grass, no sidewalk",41.951393,-91.687031,,,,,,
391,,12th St & 29th Ave,"grass, no sidewalk",41.949066,-91.686835,,,,,,
392,,1051 29th Ave  (Hinzman Center steps),"concrete pad, no sidewalk",41.948867,-91.684327,,,,,,
393,,901 29th Ave  (Nelson Center),concrete pad,41.948814,-91.681910,,,,,,
394,,29th Ave across from 7th St,"grass, no sidewalk",41.948793,-91.679404,,,,,,
395,,29th Ave & 6th St,"grass, no sidewalk",41.948675,-91.676990,,,,,,
396,,6th St & 32nd Ave  (Cambridge),"gravel shoulder, no sidewalk",41.945681,-91.676659,,,,,,
397,,610 33rd Ave  (McDonald's),grass to sidewalk,41.943175,-91.677765,,,,,,
398,,33rd Ave across from Square D Dr,"grass, no sidewalk",41.943191,-91.680154,,,,,,
399,,33rd Ave & 12th St,corner sidewalk,41.943570,-91.684719,,,,,,
400,,33rd Ave across from Prairie Creek Rd,grass to sidewalk,41.945677,-91.697615,,,,,,
401,,33rd Ave across from 21st St,concrete pad,41.945689,-91.700272,,,,,,
402,,33rd Ave & Hallbrook St,grass to sidewalk,41.945740,-91.702712,,,,,,
403,,2700 33rd Ave (Faith Christian Learning Center),grass to sidewalk,41.945712,-91.707739,,,,,,
404,,33rd Ave & Bramble Rd (far-side),concrete pad,41.945743,-91.711217,,,,,,
405,,33rd Ave & Eden Ln,grass to sidewalk,41.945774,-91.714202,,,,,,
406,,33rd Ave & Edgewood Rd (far-side at Wal-Mart driveway),grass to sidewalk,41.945805,-91.716984,,,,,,
407,,Wiley Blvd across from 31st Ave (Wal-Mart),grass to sidewalk,41.947122,-91.720942,,,,,,
408,,Wiley Blvd  @ Westdale Mall entrance,"grass, no sidewalk",41.950502,-91.722622,,,,,,
409,,2230 Wilson Ave (Veterans Affairs),concrete pad,41.956628,-91.726770,,,,,,
410,,Wilson Ave across from Hames St,"grass, no sidewalk",41.956647,-91.731239,,,,,,
411,,Wilson Ave across from Troy St,"grass, no sidewalk",41.956690,-91.734992,,,,,,
412,,Wilson Ave & West Post Rd,"grass, no sidewalk",41.956727,-91.740233,,,,,,
413,,West Post Rd & 20th Ave,"grass, no sidewalk",41.960267,-91.740317,,,,,,
414,,West Post Rd & 18th Ave,"grass, no sidewalk",41.962044,-91.740329,,,,,,
415,,West Post Rd & 16th Ave,"grass, no sidewalk",41.963714,-91.740272,,,,,,
416,,5141 16th Ave (Affordable Self Storage),"grass, no sidewalk",41.963737,-91.737829,,,,,,
417,,5101 16th Ave (Vineyard Church),"grass, no sidewalk",41.963701,-91.735783,,,,,,
418,,16th Ave & Jacolyn Dr,"grass, no sidewalk",41.963536,-91.730805,,,,,,
419,,16th Ave & Wiley Blvd,"grass, no sidewalk",41.963568,-91.726154,,,,,,
420,,Wiley Blvd & Post Office entrance,grass to sidewalk,41.960890,-91.725958,,,,,,
421,,4069 21st Ave,concrete pad,41.959117,-91.724644,,,,,,
422,,2106 Westdale Dr,concrete pad,41.958013,-91.722878,,,,,,
423,,Westdale Dr & Wilson Ave,concrete pad,41.956662,-91.722920,,,,,,
424,,Wilson Ave across from Kenrich Dr,grass to sidewalk,41.956370,-91.715038,,,,,,
425,,Wilson Ave & 31st St,corner sidewalk,41.956362,-91.712617,,,,,,
