stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1012,,Pioneer Ave & Oak Ridge Ln,grass to sidewalk,41.968024,-91.610957,,,,,,
1013,,Pioneer Ave & 34th St,"grass, no sidewalk",41.969569,-91.618101,,,,,,
1014,,3200 Pioneer Ave  (Monroe School),grass to sidewalk,41.969659,-91.619622,,,,,,
1015,,Pioneer Ave & Oakridge Dr,corner sidewalk,41.969662,-91.621659,,,,,,
1016,,2860 Seeley Ave,"grass, no sidewalk",41.971545,-91.624414,,,,,,
1017,,Seely Ave & 14th Ave,"grass, no sidewalk",41.972188,-91.625814,,,,,,
1018,,Seely Ave & Memorial Dr,"grass, no sidewalk",41.971800,-91.628001,,,,,,
1019,,Memorial Dr & 14th Ave,"grass, no sidewalk",41.972859,-91.627889,,,,,,
102,,19th St between 1st Ave & A Ave,grass to sidewalk,41.993114,-91.644435,,,,,,
1020,,1030 Memorial Dr  (The Meadows),grass to concrete pad,41.975178,-91.628001,,,,,,
1021,,Mt Vernon Rd & 26th St,grass to sidewalk,41.977075,-91.630730,,,,,,
1022,,Mt Vernon Rd & Forest Dr,corner sidewalk,41.977110,-91.632948,,,,,,
1023,,Mt Vernon Rd & Vernon Dr,grass to sidewalk,41.977114,-91.636235,,,,,,
1024,,Mt Vernon Rd & 20th St  (Ambrose Ctr),grass to sidewalk,41.977231,-91.640128,,,,,,
1025,,Mt Vernon Rd & 19th St (2nd intersection),concrete pad,41.977289,-91.642599,,,,,,
1026,,Mt Vernon Rd & 17th St,grass to sidewalk,41.977454,-91.646277,,,,,,
1027,,15th St & 11th Ave,corner sidewalk,41.975580,-91.649821,,,,,,
1028,,15th St & 12th Ave,grass to sidewalk,41.973921,-91.649822,,,,,,
1029,,12th Ave & 9th St,concrete pad,41.973955,-91.651232,,,,,,
103,,19th St & B Ave,corner sidewalk,41.994388,-91.645790,,,,,,
1030,,12th Ave & 7th St (far-side),concrete pad,41.972809,-91.654053,,,,,,
1031,,6th St & 11th Ave,corner sidewalk,41.972926,-91.655415,,,,,,
1032,,6th St & 9th Ave,corner sidewalk,41.974554,-91.657185,,,,,,
1033,,6th St & 6th Ave (Post Office),grass to sidewalk,41.977042,-91.659726,,,,,,
104,,B Ave & 20th St,corner sidewalk,41.996285,-91.642661,,,,,,
105,,20th St across from C Ave  (Franklin School),concrete pad,41.997436,-91.643173,,,,,,
106,,20th St & D Ave,grass to sidewalk,41.998106,-91.644047,,,,,,
107,,20th St & F Ave,grass to sidewalk,42.000027,-91.645528,,,,,,
108,,Prairie Dr & Franklin Ave,corner sidewalk,42.001352,-91.646131,,,,,,
109,,Franklin Ave & 25th St,grass to sidewalk,42.003394,-91.643000,,,,,,
