trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
R01-WD-01,05:20:00,05:20:00,000,0,,,,
R01-WD-01,,,001,1,,,,
R01-WD-01,,,002,2,,,,
R01-WD-01,,,003,3,,,,
R01-WD-01,,,004,4,,,,
R01-WD-01,,,005,5,,,,
R01-WD-01,,,006,6,,,,
R01-WD-01,,,007,7,,,,
R01-WD-01,,,008,8,,,,
R01-WD-01,,,009,9,,,,
R01-WD-01,05:27:00,05:27:00,010,10,,,,
R01-WD-01,,,011,11,,,,
R01-WD-01,,,012,12,,,,
R01-WD-01,,,013,13,,,,
R01-WD-01,,,014,14,,,,
R01-WD-01,,,015,15,,,,
R01-WD-01,,,016,16,,,,
R01-WD-01,,,017,17,,,,
R01-WD-01,,,018,18,,,,
R01-WD-01,,,019,19,,,,
R01-WD-01,05:33:00,05:33:00,020,20,,,,
R01-WD-01,,,021,21,,,,
R01-WD-01,,,022,22,,,,
R01-WD-01,,,023,23,,,,
R01-WD-01,,,024,24,,,,
R01-WD-01,,,025,25,,,,
R01-WD-01,,,026,26,,,,
R01-WD-01,,,027,27,,,,
R01-WD-01,,,028,28,,,,
R01-WD-01,,,029,29,,,,
R01-WD-01,,,030,30,,,,
R01-WD-01,05:37:00,05:37:00,031,31,,,,
R01-WD-01,,,032,32,,,,
R01-WD-01,,,033,33,,,,
R01-WD-01,,,034,34,,,,
R01-WD-01,,,035,35,,,,
R01-WD-01,,,036,36,,,,
R01-WD-01,,,037,37,,,,
R01-WD-01,,,038,38,,,,
R01-WD-01,,,039,39,,,,
R01-WD-01,,,040,40,,,,
R01-WD-01,,,041,41,,,,
R01-WD-01,,,042,42,,,,
R01-WD-01,05:43:00,05:43:00,043,43,,,,
R01-WD-01,,,044,44,,,,
R01-WD-01,,,045,45,,,,
R01-WD-01,,,046,46,,,,
R01-WD-01,,,047,47,,,,
R01-WD-01,,,048,48,,,,
R01-WD-01,,,049,49,,,,
R01-WD-01,,,050,50,,,,
R01-WD-01,,,051,51,,,,
R01-WD-01,,,052,52,,,,
R01-WD-01,,,053,53,,,,
R01-WD-01,,,054,54,,,,
R01-WD-01,,,055,55,,,,
R01-WD-01,05:49:00,05:49:00,056,56,,,,
R01-WD-01,,,057,57,,,,
R01-WD-01,,,058,58,,,,
R01-WD-01,,,059,59,,,,
R01-WD-01,,,060,60,,,,
R01-WD-01,,,061,61,,,,
R01-WD-01,,,062,62,,,,
R01-WD-01,,,063,63,,,,
R01-WD-01,,,064,64,,,,
R01-WD-01,,,065,65,,,,
R01-WD-01,,,066,66,,,,
R01-WD-01,,,067,67,,,,
R01-WD-01,05:54:00,05:54:00,068,68,,,,
R01-WD-01,,,069,69,,,,
R01-WD-01,,,070,70,,,,
R01-WD-01,,,071,71,,,,
R01-WD-01,,,072,72,,,,
R01-WD-01,,,073,73,,,,
R01-WD-01,,,074,74,,,,
R01-WD-01,,,075,75,,,,
R01-WD-01,,,076,76,,,,
R01-WD-01,,,077,77,,,,
R01-WD-01,,,078,78,,,,
R01-WD-01,05:59:00,05:59:00,079,79,,,,
R01-WD-01,,,080,80,,,,
R01-WD-01,,,081,81,,,,
R01-WD-01,,,082,82,,,,
R01-WD-01,,,083,83,,,,
R01-WD-01,,,084,84,,,,
R01-WD-01,,,085,85,,,,
R01-WD-01,,,086,86,,,,
R01-WD-01,,,087,87,,,,
R01-WD-01,,,088,88,,,,
R01-WD-01,,,089,89,,,,
R01-WD-01,,,090,90,,,,
R01-WD-01,,,091,91,,,,
R01-WD-01,06:10:00,06:10:00,000,92,,,,
R01-WD-02,06:15:00,06:15:00,000,0,,,,
R01-WD-02,,,001,1,,,,
R01-WD-02,,,002,2,,,,
R01-WD-02,,,003,3,,,,
R01-WD-02,,,004,4,,,,
R01-WD-02,,,005,5,,,,
R01-WD-02,,,006,6,,,,
R01-WD-02,,,007,7,,,,
R01-WD-02,,,008,8,,,,
R01-WD-02,,,009,9,,,,
R01-WD-02,06:22:00,06:22:00,010,10,,,,
R01-WD-02,,,011,11,,,,
R01-WD-02,,,012,12,,,,
R01-WD-02,,,013,13,,,,
R01-WD-02,,,014,14,,,,
R01-WD-02,,,015,15,,,,
R01-WD-02,,,016,16,,,,
R01-WD-02,,,017,17,,,,
R01-WD-02,,,018,18,,,,
R01-WD-02,,,019,19,,,,
R01-WD-02,06:28:00,06:28:00,020,20,,,,
R01-WD-02,,,021,21,,,,
R01-WD-02,,,022,22,,,,
R01-WD-02,,,023,23,,,,
R01-WD-02,,,024,24,,,,
R01-WD-02,,,025,25,,,,
R01-WD-02,,,026,26,,,,
R01-WD-02,,,027,27,,,,
R01-WD-02,,,028,28,,,,
R01-WD-02,,,029,29,,,,
R01-WD-02,,,030,30,,,,
R01-WD-02,06:32:00,06:32:00,031,31,,,,
R01-WD-02,,,032,32,,,,
R01-WD-02,,,033,33,,,,
R01-WD-02,,,034,34,,,,
R01-WD-02,,,035,35,,,,
R01-WD-02,,,036,36,,,,
R01-WD-02,,,037,37,,,,
R01-WD-02,,,038,38,,,,
R01-WD-02,,,039,39,,,,
R01-WD-02,,,040,40,,,,
R01-WD-02,,,041,41,,,,
R01-WD-02,,,042,42,,,,
R01-WD-02,06:38:00,06:38:00,043,43,,,,
R01-WD-02,,,044,44,,,,
R01-WD-02,,,045,45,,,,
R01-WD-02,,,046,46,,,,
R01-WD-02,,,047,47,,,,
R01-WD-02,,,048,48,,,,
R01-WD-02,,,049,49,,,,
R01-WD-02,,,050,50,,,,
R01-WD-02,,,051,51,,,,
R01-WD-02,,,052,52,,,,
R01-WD-02,,,053,53,,,,
R01-WD-02,,,054,54,,,,
R01-WD-02,,,055,55,,,,
R01-WD-02,06:44:00,06:44:00,056,56,,,,
R01-WD-02,,,057,57,,,,
R01-WD-02,,,058,58,,,,
R01-WD-02,,,059,59,,,,
R01-WD-02,,,060,60,,,,
R01-WD-02,,,061,61,,,,
R01-WD-02,,,062,62,,,,
R01-WD-02,,,063,63,,,,
R01-WD-02,,,064,64,,,,
R01-WD-02,,,065,65,,,,
R01-WD-02,,,066,66,,,,
R01-WD-02,,,067,67,,,,
R01-WD-02,06:49:00,06:49:00,068,68,,,,
R01-WD-02,,,069,69,,,,
R01-WD-02,,,070,70,,,,
R01-WD-02,,,071,71,,,,
R01-WD-02,,,072,72,,,,
R01-WD-02,,,073,73,,,,
R01-WD-02,,,074,74,,,,
R01-WD-02,,,075,75,,,,
R01-WD-02,,,076,76,,,,
R01-WD-02,,,077,77,,,,
R01-WD-02,,,078,78,,,,
R01-WD-02,06:54:00,06:54:00,079,79,,,,
R01-WD-02,,,080,80,,,,
R01-WD-02,,,081,81,,,,
R01-WD-02,,,082,82,,,,
R01-WD-02,,,083,83,,,,
R01-WD-02,,,084,84,,,,
R01-WD-02,,,085,85,,,,
R01-WD-02,,,086,86,,,,
R01-WD-02,,,087,87,,,,
R01-WD-02,,,088,88,,,,
R01-WD-02,,,089,89,,,,
R01-WD-02,,,090,90,,,,
R01-WD-02,,,091,91,,,,
R01-WD-02,07:05:00,07:05:00,000,92,,,,
R01-WD-03,07:10:00,07:10:00,000,0,,,,
R01-WD-03,,,001,1,,,,
R01-WD-03,,,002,2,,,,
R01-WD-03,,,003,3,,,,
R01-WD-03,,,004,4,,,,
R01-WD-03,,,005,5,,,,
R01-WD-03,,,006,6,,,,
R01-WD-03,,,007,7,,,,
R01-WD-03,,,008,8,,,,
R01-WD-03,,,009,9,,,,
R01-WD-03,07:17:00,07:17:00,010,10,,,,
R01-WD-03,,,011,11,,,,
R01-WD-03,,,012,12,,,,
R01-WD-03,,,013,13,,,,
R01-WD-03,,,014,14,,,,
R01-WD-03,,,015,15,,,,
R01-WD-03,,,016,16,,,,
R01-WD-03,,,017,17,,,,
R01-WD-03,,,018,18,,,,
R01-WD-03,,,019,19,,,,
R01-WD-03,07:23:00,07:23:00,020,20,,,,
R01-WD-03,,,021,21,,,,
R01-WD-03,,,022,22,,,,
R01-WD-03,,,023,23,,,,
R01-WD-03,,,024,24,,,,
R01-WD-03,,,025,25,,,,
R01-WD-03,,,026,26,,,,
R01-WD-03,,,027,27,,,,
R01-WD-03,,,028,28,,,,
R01-WD-03,,,029,29,,,,
R01-WD-03,,,030,30,,,,
R01-WD-03,07:27:00,07:27:00,031,31,,,,
R01-WD-03,,,032,32,,,,
R01-WD-03,,,033,33,,,,
R01-WD-03,,,034,34,,,,
R01-WD-03,,,035,35,,,,
R01-WD-03,,,036,36,,,,
R01-WD-03,,,037,37,,,,
R01-WD-03,,,038,38,,,,
R01-WD-03,,,039,39,,,,
R01-WD-03,,,040,40,,,,
R01-WD-03,,,041,41,,,,
R01-WD-03,,,042,42,,,,
R01-WD-03,07:33:00,07:33:00,043,43,,,,
R01-WD-03,,,044,44,,,,
R01-WD-03,,,045,45,,,,
R01-WD-03,,,046,46,,,,
R01-WD-03,,,047,47,,,,
R01-WD-03,,,048,48,,,,
R01-WD-03,,,049,49,,,,
R01-WD-03,,,050,50,,,,
R01-WD-03,,,051,51,,,,
R01-WD-03,,,052,52,,,,
R01-WD-03,,,053,53,,,,
R01-WD-03,,,054,54,,,,
R01-WD-03,,,055,55,,,,
R01-WD-03,07:39:00,07:39:00,056,56,,,,
R01-WD-03,,,057,57,,,,
R01-WD-03,,,058,58,,,,
R01-WD-03,,,059,59,,,,
R01-WD-03,,,060,60,,,,
R01-WD-03,,,061,61,,,,
R01-WD-03,,,062,62,,,,
R01-WD-03,,,063,63,,,,
R01-WD-03,,,064,64,,,,
R01-WD-03,,,065,65,,,,
R01-WD-03,,,066,66,,,,
R01-WD-03,,,067,67,,,,
R01-WD-03,07:44:00,07:44:00,068,68,,,,
R01-WD-03,,,069,69,,,,
R01-WD-03,,,070,70,,,,
R01-WD-03,,,071,71,,,,
R01-WD-03,,,072,72,,,,
R01-WD-03,,,073,73,,,,
R01-WD-03,,,074,74,,,,
R01-WD-03,,,075,75,,,,
R01-WD-03,,,076,76,,,,
R01-WD-03,,,077,77,,,,
R01-WD-03,,,078,78,,,,
R01-WD-03,07:49:00,07:49:00,079,79,,,,
R01-WD-03,,,080,80,,,,
R01-WD-03,,,081,81,,,,
R01-WD-03,,,082,82,,,,
R01-WD-03,,,083,83,,,,
R01-WD-03,,,084,84,,,,
R01-WD-03,,,085,85,,,,
R01-WD-03,,,086,86,,,,
R01-WD-03,,,087,87,,,,
R01-WD-03,,,088,88,,,,
R01-WD-03,,,089,89,,,,
R01-WD-03,,,090,90,,,,
R01-WD-03,,,091,91,,,,
R01-WD-03,08:00:00,08:00:00,000,92,,,,
R01-WD-04,08:20:00,08:20:00,000,0,,,,
R01-WD-04,,,001,1,,,,
R01-WD-04,,,002,2,,,,
R01-WD-04,,,003,3,,,,
R01-WD-04,,,004,4,,,,
R01-WD-04,,,005,5,,,,
R01-WD-04,,,006,6,,,,
R01-WD-04,,,007,7,,,,
R01-WD-04,,,008,8,,,,
R01-WD-04,,,009,9,,,,
R01-WD-04,08:27:00,08:27:00,010,10,,,,
R01-WD-04,,,011,11,,,,
R01-WD-04,,,012,12,,,,
R01-WD-04,,,013,13,,,,
R01-WD-04,,,014,14,,,,
R01-WD-04,,,015,15,,,,
R01-WD-04,,,016,16,,,,
R01-WD-04,,,017,17,,,,
R01-WD-04,,,018,18,,,,
R01-WD-04,,,019,19,,,,
R01-WD-04,08:33:00,08:33:00,020,20,,,,
R01-WD-04,,,021,21,,,,
R01-WD-04,,,022,22,,,,
R01-WD-04,,,023,23,,,,
R01-WD-04,,,024,24,,,,
R01-WD-04,,,025,25,,,,
R01-WD-04,,,026,26,,,,
R01-WD-04,,,027,27,,,,
R01-WD-04,,,028,28,,,,
R01-WD-04,,,029,29,,,,
R01-WD-04,,,030,30,,,,
R01-WD-04,08:37:00,08:37:00,031,31,,,,
R01-WD-04,,,032,32,,,,
R01-WD-04,,,033,33,,,,
R01-WD-04,,,034,34,,,,
R01-WD-04,,,035,35,,,,
R01-WD-04,,,036,36,,,,
R01-WD-04,,,037,37,,,,
R01-WD-04,,,038,38,,,,
R01-WD-04,,,039,39,,,,
R01-WD-04,,,040,40,,,,
R01-WD-04,,,041,41,,,,
R01-WD-04,,,042,42,,,,
R01-WD-04,08:43:00,08:43:00,043,43,,,,
R01-WD-04,,,044,44,,,,
R01-WD-04,,,045,45,,,,
R01-WD-04,,,046,46,,,,
R01-WD-04,,,047,47,,,,
R01-WD-04,,,048,48,,,,
R01-WD-04,,,049,49,,,,
R01-WD-04,,,050,50,,,,
R01-WD-04,,,051,51,,,,
R01-WD-04,,,052,52,,,,
R01-WD-04,,,053,53,,,,
R01-WD-04,,,054,54,,,,
R01-WD-04,,,055,55,,,,
R01-WD-04,08:49:00,08:49:00,056,56,,,,
R01-WD-04,,,057,57,,,,
R01-WD-04,,,058,58,,,,
R01-WD-04,,,059,59,,,,
R01-WD-04,,,060,60,,,,
R01-WD-04,,,061,61,,,,
R01-WD-04,,,062,62,,,,
R01-WD-04,,,063,63,,,,
R01-WD-04,,,064,64,,,,
R01-WD-04,,,065,65,,,,
R01-WD-04,,,066,66,,,,
R01-WD-04,,,067,67,,,,
R01-WD-04,08:54:00,08:54:00,068,68,,,,
R01-WD-04,,,069,69,,,,
R01-WD-04,,,070,70,,,,
R01-WD-04,,,071,71,,,,
R01-WD-04,,,072,72,,,,
R01-WD-04,,,073,73,,,,
R01-WD-04,,,074,74,,,,
R01-WD-04,,,075,75,,,,
R01-WD-04,,,076,76,,,,
R01-WD-04,,,077,77,,,,
R01-WD-04,,,078,78,,,,
R01-WD-04,08:59:00,08:59:00,079,79,,,,
R01-WD-04,,,080,80,,,,
R01-WD-04,,,081,81,,,,
R01-WD-04,,,082,82,,,,
R01-WD-04,,,083,83,,,,
R01-WD-04,,,084,84,,,,
R01-WD-04,,,085,85,,,,
R01-WD-04,,,086,86,,,,
R01-WD-04,,,087,87,,,,
R01-WD-04,,,088,88,,,,
R01-WD-04,,,089,89,,,,
R01-WD-04,,,090,90,,,,
R01-WD-04,,,091,91,,,,
R01-WD-04,09:10:00,09:10:00,000,92,,,,
R01-WD-05,09:20:00,09:20:00,000,0,,,,
R01-WD-05,,,001,1,,,,
R01-WD-05,,,002,2,,,,
R01-WD-05,,,003,3,,,,
R01-WD-05,,,004,4,,,,
R01-WD-05,,,005,5,,,,
R01-WD-05,,,006,6,,,,
R01-WD-05,,,007,7,,,,
R01-WD-05,,,008,8,,,,
R01-WD-05,,,009,9,,,,
R01-WD-05,09:27:00,09:27:00,010,10,,,,
R01-WD-05,,,011,11,,,,
R01-WD-05,,,012,12,,,,
R01-WD-05,,,013,13,,,,
R01-WD-05,,,014,14,,,,
R01-WD-05,,,015,15,,,,
R01-WD-05,,,016,16,,,,
R01-WD-05,,,017,17,,,,
R01-WD-05,,,018,18,,,,
R01-WD-05,,,019,19,,,,
R01-WD-05,09:33:00,09:33:00,020,20,,,,
R01-WD-05,,,021,21,,,,
R01-WD-05,,,022,22,,,,
R01-WD-05,,,023,23,,,,
R01-WD-05,,,024,24,,,,
R01-WD-05,,,025,25,,,,
R01-WD-05,,,026,26,,,,
R01-WD-05,,,027,27,,,,
R01-WD-05,,,028,28,,,,
R01-WD-05,,,029,29,,,,
R01-WD-05,,,030,30,,,,
R01-WD-05,09:37:00,09:37:00,031,31,,,,
R01-WD-05,,,032,32,,,,
R01-WD-05,,,033,33,,,,
R01-WD-05,,,034,34,,,,
R01-WD-05,,,035,35,,,,
R01-WD-05,,,036,36,,,,
R01-WD-05,,,037,37,,,,
R01-WD-05,,,038,38,,,,
R01-WD-05,,,039,39,,,,
R01-WD-05,,,040,40,,,,
R01-WD-05,,,041,41,,,,
R01-WD-05,,,042,42,,,,
R01-WD-05,09:43:00,09:43:00,043,43,,,,
R01-WD-05,,,044,44,,,,
R01-WD-05,,,045,45,,,,
R01-WD-05,,,046,46,,,,
R01-WD-05,,,047,47,,,,
R01-WD-05,,,048,48,,,,
R01-WD-05,,,049,49,,,,
R01-WD-05,,,050,50,,,,
R01-WD-05,,,051,51,,,,
R01-WD-05,,,052,52,,,,
R01-WD-05,,,053,53,,,,
R01-WD-05,,,054,54,,,,
R01-WD-05,,,055,55,,,,
R01-WD-05,09:49:00,09:49:00,056,56,,,,
R01-WD-05,,,057,57,,,,
R01-WD-05,,,058,58,,,,
R01-WD-05,,,059,59,,,,
R01-WD-05,,,060,60,,,,
R01-WD-05,,,061,61,,,,
R01-WD-05,,,062,62,,,,
R01-WD-05,,,063,63,,,,
R01-WD-05,,,064,64,,,,
R01-WD-05,,,065,65,,,,
R01-WD-05,,,066,66,,,,
R01-WD-05,,,067,67,,,,
R01-WD-05,09:54:00,09:54:00,068,68,,,,
R01-WD-05,,,069,69,,,,
R01-WD-05,,,070,70,,,,
R01-WD-05,,,071,71,,,,
R01-WD-05,,,072,72,,,,
R01-WD-05,,,073,73,,,,
R01-WD-05,,,074,74,,,,
R01-WD-05,,,075,75,,,,
R01-WD-05,,,076,76,,,,
R01-WD-05,,,077,77,,,,
R01-WD-05,,,078,78,,,,
R01-WD-05,09:59:00,09:59:00,079,79,,,,
R01-WD-05,,,080,80,,,,
R01-WD-05,,,081,81,,,,
R01-WD-05,,,082,82,,,,
R01-WD-05,,,083,83,,,,
R01-WD-05,,,084,84,,,,
R01-WD-05,,,085,85,,,,
R01-WD-05,,,086,86,,,,
R01-WD-05,,,087,87,,,,
R01-WD-05,,,088,88,,,,
R01-WD-05,,,089,89,,,,
R01-WD-05,,,090,90,,,,
R01-WD-05,,,091,91,,,,
R01-WD-05,10:10:00,10:10:00,000,92,,,,
R01-WD-06,10:20:00,10:20:00,000,0,,,,
R01-WD-06,,,001,1,,,,
R01-WD-06,,,002,2,,,,
R01-WD-06,,,003,3,,,,
R01-WD-06,,,004,4,,,,
R01-WD-06,,,005,5,,,,
R01-WD-06,,,006,6,,,,
R01-WD-06,,,007,7,,,,
R01-WD-06,,,008,8,,,,
R01-WD-06,,,009,9,,,,
R01-WD-06,10:27:00,10:27:00,010,10,,,,
R01-WD-06,,,011,11,,,,
R01-WD-06,,,012,12,,,,
R01-WD-06,,,013,13,,,,
R01-WD-06,,,014,14,,,,
R01-WD-06,,,015,15,,,,
R01-WD-06,,,016,16,,,,
R01-WD-06,,,017,17,,,,
R01-WD-06,,,018,18,,,,
R01-WD-06,,,019,19,,,,
R01-WD-06,10:33:00,10:33:00,020,20,,,,
R01-WD-06,,,021,21,,,,
R01-WD-06,,,022,22,,,,
R01-WD-06,,,023,23,,,,
R01-WD-06,,,024,24,,,,
R01-WD-06,,,025,25,,,,
R01-WD-06,,,026,26,,,,
R01-WD-06,,,027,27,,,,
R01-WD-06,,,028,28,,,,
R01-WD-06,,,029,29,,,,
R01-WD-06,,,030,30,,,,
R01-WD-06,10:37:00,10:37:00,031,31,,,,
R01-WD-06,,,032,32,,,,
R01-WD-06,,,033,33,,,,
R01-WD-06,,,034,34,,,,
R01-WD-06,,,035,35,,,,
R01-WD-06,,,036,36,,,,
R01-WD-06,,,037,37,,,,
R01-WD-06,,,038,38,,,,
R01-WD-06,,,039,39,,,,
R01-WD-06,,,040,40,,,,
R01-WD-06,,,041,41,,,,
R01-WD-06,,,042,42,,,,
R01-WD-06,10:43:00,10:43:00,043,43,,,,
R01-WD-06,,,044,44,,,,
R01-WD-06,,,045,45,,,,
R01-WD-06,,,046,46,,,,
R01-WD-06,,,047,47,,,,
R01-WD-06,,,048,48,,,,
R01-WD-06,,,049,49,,,,
R01-WD-06,,,050,50,,,,
R01-WD-06,,,051,51,,,,
R01-WD-06,,,052,52,,,,
R01-WD-06,,,053,53,,,,
R01-WD-06,,,054,54,,,,
R01-WD-06,,,055,55,,,,
R01-WD-06,10:49:00,10:49:00,056,56,,,,
R01-WD-06,,,057,57,,,,
R01-WD-06,,,058,58,,,,
R01-WD-06,,,059,59,,,,
R01-WD-06,,,060,60,,,,
R01-WD-06,,,061,61,,,,
R01-WD-06,,,062,62,,,,
R01-WD-06,,,063,63,,,,
R01-WD-06,,,064,64,,,,
R01-WD-06,,,065,65,,,,
R01-WD-06,,,066,66,,,,
R01-WD-06,,,067,67,,,,
R01-WD-06,10:54:00,10:54:00,068,68,,,,
R01-WD-06,,,069,69,,,,
R01-WD-06,,,070,70,,,,
R01-WD-06,,,071,71,,,,
R01-WD-06,,,072,72,,,,
R01-WD-06,,,073,73,,,,
R01-WD-06,,,074,74,,,,
R01-WD-06,,,075,75,,,,
R01-WD-06,,,076,76,,,,
R01-WD-06,,,077,77,,,,
R01-WD-06,,,078,78,,,,
R01-WD-06,10:59:00,10:59:00,079,79,,,,
R01-WD-06,,,080,80,,,,
R01-WD-06,,,081,81,,,,
R01-WD-06,,,082,82,,,,
R01-WD-06,,,083,83,,,,
R01-WD-06,,,084,84,,,,
R01-WD-06,,,085,85,,,,
R01-WD-06,,,086,86,,,,
R01-WD-06,,,087,87,,,,
R01-WD-06,,,088,88,,,,
R01-WD-06,,,089,89,,,,
R01-WD-06,,,090,90,,,,
R01-WD-06,,,091,91,,,,
R01-WD-06,11:10:00,11:10:00,000,92,,,,
R01-WD-07,11:20:00,11:20:00,000,0,,,,
R01-WD-07,,,001,1,,,,
R01-WD-07,,,002,2,,,,
R01-WD-07,,,003,3,,,,
R01-WD-07,,,004,4,,,,
R01-WD-07,,,005,5,,,,
R01-WD-07,,,006,6,,,,
R01-WD-07,,,007,7,,,,
R01-WD-07,,,008,8,,,,
R01-WD-07,,,009,9,,,,
R01-WD-07,11:27:00,11:27:00,010,10,,,,
R01-WD-07,,,011,11,,,,
R01-WD-07,,,012,12,,,,
R01-WD-07,,,013,13,,,,
R01-WD-07,,,014,14,,,,
R01-WD-07,,,015,15,,,,
R01-WD-07,,,016,16,,,,
R01-WD-07,,,017,17,,,,
R01-WD-07,,,018,18,,,,
R01-WD-07,,,019,19,,,,
R01-WD-07,11:33:00,11:33:00,020,20,,,,
R01-WD-07,,,021,21,,,,
R01-WD-07,,,022,22,,,,
R01-WD-07,,,023,23,,,,
R01-WD-07,,,024,24,,,,
R01-WD-07,,,025,25,,,,
R01-WD-07,,,026,26,,,,
R01-WD-07,,,027,27,,,,
R01-WD-07,,,028,28,,,,
R01-WD-07,,,029,29,,,,
R01-WD-07,,,030,30,,,,
R01-WD-07,11:37:00,11:37:00,031,31,,,,
R01-WD-07,,,032,32,,,,
R01-WD-07,,,033,33,,,,
R01-WD-07,,,034,34,,,,
R01-WD-07,,,035,35,,,,
R01-WD-07,,,036,36,,,,
R01-WD-07,,,037,37,,,,
R01-WD-07,,,038,38,,,,
R01-WD-07,,,039,39,,,,
R01-WD-07,,,040,40,,,,
R01-WD-07,,,041,41,,,,
R01-WD-07,,,042,42,,,,
R01-WD-07,11:43:00,11:43:00,043,43,,,,
R01-WD-07,,,044,44,,,,
R01-WD-07,,,045,45,,,,
R01-WD-07,,,046,46,,,,
R01-WD-07,,,047,47,,,,
R01-WD-07,,,048,48,,,,
R01-WD-07,,,049,49,,,,
R01-WD-07,,,050,50,,,,
R01-WD-07,,,051,51,,,,
R01-WD-07,,,052,52,,,,
R01-WD-07,,,053,53,,,,
R01-WD-07,,,054,54,,,,
R01-WD-07,,,055,55,,,,
R01-WD-07,11:49:00,11:49:00,056,56,,,,
R01-WD-07,,,057,57,,,,
R01-WD-07,,,058,58,,,,
R01-WD-07,,,059,59,,,,
R01-WD-07,,,060,60,,,,
R01-WD-07,,,061,61,,,,
R01-WD-07,,,062,62,,,,
R01-WD-07,,,063,63,,,,
R01-WD-07,,,064,64,,,,
R01-WD-07,,,065,65,,,,
R01-WD-07,,,066,66,,,,
R01-WD-07,,,067,67,,,,
R01-WD-07,11:54:00,11:54:00,068,68,,,,
R01-WD-07,,,069,69,,,,
R01-WD-07,,,070,70,,,,
R01-WD-07,,,071,71,,,,
R01-WD-07,,,072,72,,,,
R01-WD-07,,,073,73,,,,
R01-WD-07,,,074,74,,,,
R01-WD-07,,,075,75,,,,
R01-WD-07,,,076,76,,,,
R01-WD-07,,,077,77,,,,
R01-WD-07,,,078,78,,,,
R01-WD-07,11:59:00,11:59:00,079,79,,,,
R01-WD-07,,,080,80,,,,
R01-WD-07,,,081,81,,,,
R01-WD-07,,,082,82,,,,
R01-WD-07,,,083,83,,,,
R01-WD-07,,,084,84,,,,
R01-WD-07,,,085,85,,,,
R01-WD-07,,,086,86,,,,
R01-WD-07,,,087,87,,,,
R01-WD-07,,,088,88,,,,
R01-WD-07,,,089,89,,,,
R01-WD-07,,,090,90,,,,
R01-WD-07,,,091,91,,,,
R01-WD-07,12:10:00,12:10:00,000,92,,,,
R01-WD-08,12:20:00,12:20:00,000,0,,,,
R01-WD-08,,,001,1,,,,
R01-WD-08,,,002,2,,,,
R01-WD-08,,,003,3,,,,
R01-WD-08,,,004,4,,,,
R01-WD-08,,,005,5,,,,
R01-WD-08,,,006,6,,,,
R01-WD-08,,,007,7,,,,
R01-WD-08,,,008,8,,,,
R01-WD-08,,,009,9,,,,
R01-WD-08,12:27:00,12:27:00,010,10,,,,
R01-WD-08,,,011,11,,,,
R01-WD-08,,,012,12,,,,
R01-WD-08,,,013,13,,,,
R01-WD-08,,,014,14,,,,
R01-WD-08,,,015,15,,,,
R01-WD-08,,,016,16,,,,
R01-WD-08,,,017,17,,,,
R01-WD-08,,,018,18,,,,
R01-WD-08,,,019,19,,,,
R01-WD-08,12:33:00,12:33:00,020,20,,,,
R01-WD-08,,,021,21,,,,
R01-WD-08,,,022,22,,,,
R01-WD-08,,,023,23,,,,
R01-WD-08,,,024,24,,,,
R01-WD-08,,,025,25,,,,
R01-WD-08,,,026,26,,,,
R01-WD-08,,,027,27,,,,
R01-WD-08,,,028,28,,,,
R01-WD-08,,,029,29,,,,
R01-WD-08,,,030,30,,,,
R01-WD-08,12:37:00,12:37:00,031,31,,,,
R01-WD-08,,,032,32,,,,
R01-WD-08,,,033,33,,,,
R01-WD-08,,,034,34,,,,
R01-WD-08,,,035,35,,,,
R01-WD-08,,,036,36,,,,
R01-WD-08,,,037,37,,,,
R01-WD-08,,,038,38,,,,
R01-WD-08,,,039,39,,,,
R01-WD-08,,,040,40,,,,
R01-WD-08,,,041,41,,,,
R01-WD-08,,,042,42,,,,
R01-WD-08,12:43:00,12:43:00,043,43,,,,
R01-WD-08,,,044,44,,,,
R01-WD-08,,,045,45,,,,
R01-WD-08,,,046,46,,,,
R01-WD-08,,,047,47,,,,
R01-WD-08,,,048,48,,,,
R01-WD-08,,,049,49,,,,
R01-WD-08,,,050,50,,,,
R01-WD-08,,,051,51,,,,
R01-WD-08,,,052,52,,,,
R01-WD-08,,,053,53,,,,
R01-WD-08,,,054,54,,,,
R01-WD-08,,,055,55,,,,
R01-WD-08,12:49:00,12:49:00,056,56,,,,
R01-WD-08,,,057,57,,,,
R01-WD-08,,,058,58,,,,
R01-WD-08,,,059,59,,,,
R01-WD-08,,,060,60,,,,
R01-WD-08,,,061,61,,,,
R01-WD-08,,,062,62,,,,
R01-WD-08,,,063,63,,,,
R01-WD-08,,,064,64,,,,
R01-WD-08,,,065,65,,,,
R01-WD-08,,,066,66,,,,
R01-WD-08,,,067,67,,,,
R01-WD-08,12:54:00,12:54:00,068,68,,,,
R01-WD-08,,,069,69,,,,
R01-WD-08,,,070,70,,,,
R01-WD-08,,,071,71,,,,
R01-WD-08,,,072,72,,,,
R01-WD-08,,,073,73,,,,
R01-WD-08,,,074,74,,,,
R01-WD-08,,,075,75,,,,
R01-WD-08,,,076,76,,,,
R01-WD-08,,,077,77,,,,
R01-WD-08,,,078,78,,,,
R01-WD-08,12:59:00,12:59:00,079,79,,,,
R01-WD-08,,,080,80,,,,
R01-WD-08,,,081,81,,,,
R01-WD-08,,,082,82,,,,
R01-WD-08,,,083,83,,,,
